"Date","Price","Open","High","Low","Vol.","Change %"
"07/09/2019","55,214","54,907","55,214","54,216","853.07K","0.84%"
"07/08/2019","54,753","55,291","55,521","54,523","922.93K","-1.79%"
"07/05/2019","55,752","55,675","55,752","55,291","543.09K","0.14%"
"07/04/2019","55,675","53,755","55,675","53,525","1.44M","4.17%"
"07/03/2019","53,448","54,139","54,523","53,448","1.02M","-1.28%"
"07/02/2019","54,139","54,907","54,907","53,985","463.21K","-1.12%"
"07/01/2019","54,753","54,523","55,214","54,446","721.76K","1.13%"
"06/28/2019","54,139","53,448","55,291","52,526","1.06M","1.44%"
"06/27/2019","53,371","54,523","54,523","53,294","1.51M","-1.42%"
"06/26/2019","54,139","55,598","55,675","54,139","1.17M","-2.62%"
"06/25/2019","55,598","55,905","55,905","55,291","498.71K","-0.82%"
"06/24/2019","56,059","54,907","56,673","54,523","1.80M","2.82%"
"06/21/2019","54,523","54,907","55,291","54,523","2.28M","-0.70%"
"06/20/2019","54,907","53,525","54,907","53,448","1.19M","2.44%"
"06/19/2019","53,601","54,062","54,293","53,294","979.09K","-0.71%"
"06/18/2019","53,985","52,987","54,139","52,373","1.22M","1.59%"
"06/17/2019","53,141","53,141","53,985","52,987","1.30M","0.00%"
"06/14/2019","53,141","51,835","53,448","51,682","3.16M","2.82%"
"06/13/2019","51,682","51,451","51,835","50,990","697.92K","0.45%"
"06/12/2019","51,451","51,758","51,835","51,374","271.67K","-0.59%"
"06/11/2019","51,758","51,067","51,835","51,067","357.41K","1.05%"
"06/10/2019","51,221","51,298","51,835","50,683","747.05K","1.68%"
"06/07/2019","50,376","51,067","51,451","50,069","626.36K","-0.45%"
"06/06/2019","50,606","51,221","51,221","49,915","503.45K","-1.20%"
"06/05/2019","51,221","51,605","51,835","51,221","343.40K","-0.74%"
"06/04/2019","51,605","50,683","51,835","50,606","494.81K","1.05%"
"06/03/2019","51,067","51,067","51,605","49,147","757.51K","-1.04%"
"05/31/2019","51,605","51,835","52,219","51,298","908.63K","-0.74%"
"05/30/2019","51,989","51,835","52,296","51,682","409.47K","0.30%"
"05/29/2019","51,835","51,912","52,296","51,605","400.04K","0.15%"
"05/28/2019","51,758","51,451","52,680","51,298","847.77K","0.00%"
"05/27/2019","51,758","51,451","52,066","51,067","435.52K","1.35%"
"05/24/2019","51,067","51,682","52,219","50,760","1.19M","-1.63%"
"05/23/2019","51,912","51,758","52,219","51,528","482.89K","0.59%"
"05/22/2019","51,605","51,835","52,680","51,451","845.61K","-0.74%"
"05/21/2019","51,989","52,142","52,526","51,989","603.76K","-0.15%"
"05/20/2019","52,066","51,298","52,296","51,221","774.61K","1.50%"
"05/17/2019","51,298","51,298","51,451","51,144","572.98K","0.00%"
"05/16/2019","51,298","51,298","51,758","51,298","525.98K","0.00%"
"05/15/2019","51,298","51,221","51,758","51,067","936.88K","0.30%"
"05/14/2019","51,144","50,222","51,144","50,222","801.94K","1.06%"
"05/13/2019","50,606","50,530","50,760","50,376","606.64K","0.46%"
"05/10/2019","50,376","50,299","50,760","50,069","707.38K","0.15%"
"05/09/2019","50,299","50,222","50,683","49,992","841.11K","0.61%"
"05/08/2019","49,992","49,608","50,376","49,608","1.21M","-0.76%"
"05/07/2019","50,376","50,914","51,451","49,762","1.41M","-1.06%"
"05/06/2019","50,914","50,837","51,298","50,606","465.18K","-0.60%"
"05/03/2019","51,221","51,298","51,605","50,760","1.01M","-0.30%"
"05/02/2019","51,374","51,912","52,142","50,990","801.88K","-1.47%"
"04/26/2019","52,142","52,066","52,449","51,835","353.78K","0.29%"
"04/25/2019","51,989","52,603","52,603","51,989","444.94K","-1.17%"
"04/24/2019","52,603","51,835","53,141","51,835","873.47K","1.48%"
"04/23/2019","51,835","52,219","52,219","50,760","1.61M","-0.59%"
"04/22/2019","52,142","51,528","52,296","51,451","399.66K","-0.15%"
"04/19/2019","52,219","52,142","52,603","52,142","296.73K","0.15%"
"04/18/2019","52,142","51,835","52,757","51,835","707.95K","-0.15%"
"04/17/2019","52,219","52,142","52,373","51,451","659.32K","0.89%"
"04/16/2019","51,758","52,219","52,219","50,990","516.32K","-0.88%"
"04/12/2019","52,219","52,680","52,680","51,912","453.49K","-0.73%"
"04/11/2019","52,603","52,987","52,987","51,989","516.89K","-0.58%"
"04/10/2019","52,910","53,371","53,371","52,833","917.48K","-1.29%"
"04/09/2019","53,601","53,525","53,755","53,294","968.71K","0.14%"
"04/08/2019","53,525","52,296","53,525","52,142","1.43M","2.35%"
"04/05/2019","52,296","52,066","52,373","52,066","609.33K","0.59%"
"04/04/2019","51,989","51,605","52,142","51,298","1.21M","0.74%"
"04/03/2019","51,605","51,835","51,912","51,067","568.65K","-0.44%"
"04/02/2019","51,835","52,219","52,603","51,835","710.69K","-0.44%"
"04/01/2019","52,066","52,142","52,142","51,912","872.86K","0.74%"
"03/29/2019","51,682","51,451","51,835","51,298","865.19K","0.90%"
"03/28/2019","51,221","50,453","51,221","50,222","947.39K","1.83%"
"03/27/2019","50,299","50,606","50,606","49,685","686.72K","0.00%"
"03/26/2019","50,299","50,760","51,067","50,299","1.44M","0.00%"
"03/25/2019","50,299","49,915","50,683","49,147","2.09M","-2.09%"
"03/22/2019","51,374","51,298","51,451","51,067","1.76M","0.45%"
"03/21/2019","51,144","51,374","52,142","51,067","1.95M","-0.15%"
"03/20/2019","51,221","51,221","51,605","50,837","3.11M","-0.15%"
"03/19/2019","51,298","51,912","51,912","51,221","1.77M","-1.18%"
"03/18/2019","51,912","51,067","52,066","51,067","2.47M","2.42%"
"03/15/2019","50,683","51,605","51,605","50,683","3.34M","-1.49%"
"03/14/2019","51,451","50,069","51,451","49,531","2.90M","2.76%"
"03/13/2019","50,069","49,915","50,069","49,531","2.14M","0.62%"
"03/12/2019","49,762","48,379","49,762","48,149","2.80M","3.52%"
"03/11/2019","48,072","47,919","48,149","47,535","1.30M","-0.32%"
"03/08/2019","48,226","47,919","48,379","47,688","1.27M","-0.47%"
"03/07/2019","48,456","48,149","48,994","48,072","2.42M","0.64%"
"03/06/2019","48,149","48,456","48,610","47,535","1.38M","-0.48%"
"03/05/2019","48,379","48,226","48,994","47,995","2.01M","0.32%"
"03/04/2019","48,226","47,765","48,379","47,765","1.72M","0.97%"
"03/01/2019","47,765","46,844","47,765","46,690","910.43K","2.81%"
"02/28/2019","46,460","47,535","47,995","46,460","2.59M","-2.26%"
"02/27/2019","47,535","48,226","48,379","47,304","1.47M","-1.74%"
"02/26/2019","48,379","48,687","48,763","47,535","2.52M","-0.63%"
"02/25/2019","48,687","47,995","49,071","47,842","2.65M","2.26%"
"02/22/2019","47,612","46,229","47,919","46,076","3.19M","3.16%"
"02/21/2019","46,152","45,692","46,152","45,385","2.61M","1.69%"
"02/20/2019","45,385","45,538","45,769","45,231","1.04M","0.17%"
"02/19/2019","45,308","46,076","46,229","45,308","1.66M","-1.67%"
"02/18/2019","46,076","45,692","46,076","45,692","1.31M","1.18%"
"02/15/2019","45,538","46,076","46,076","45,461","1.59M","-1.49%"
"02/14/2019","46,229","45,922","46,306","45,769","2.08M","0.67%"
"02/13/2019","45,922","45,001","45,999","45,001","2.37M","2.05%"
"02/12/2019","45,001","44,617","45,308","44,386","2.15M","0.86%"
"02/11/2019","44,617","43,772","44,693","43,618","1.78M","2.83%"
"02/01/2019","43,388","43,772","44,079","43,388","1.06M","-0.53%"
"01/31/2019","43,618","43,618","44,079","43,618","1.46M","0.17%"
"01/30/2019","43,542","43,542","43,925","43,542","1.47M","0.00%"
"01/29/2019","43,542","42,620","43,542","42,390","1.24M","2.16%"
"01/28/2019","42,620","43,004","43,004","42,620","430.00K","-0.54%"
"01/25/2019","42,850","42,620","43,081","42,543","1.29M","0.72%"
"01/24/2019","42,543","42,543","42,697","42,236","591.90K","0.00%"
"01/23/2019","42,543","42,159","42,620","42,159","656.78K","0.36%"
"01/22/2019","42,390","43,004","43,004","42,390","508.28K","-1.07%"
"01/21/2019","42,850","41,929","43,158","41,852","1.11M","1.83%"
"01/18/2019","42,082","42,390","42,543","42,082","692.10K","-0.73%"
"01/17/2019","42,390","42,466","42,774","42,313","587.04K","-0.36%"
"01/16/2019","42,543","43,234","43,234","42,236","901.06K","-0.89%"
"01/15/2019","42,927","42,466","43,081","42,390","1.37M","1.09%"
"01/14/2019","42,466","42,390","42,620","42,159","969.73K","0.18%"
"01/11/2019","42,390","42,390","42,620","42,159","1.42M","0.36%"
"01/10/2019","42,236","42,850","42,850","42,236","1.01M","-1.43%"
"01/09/2019","42,850","42,620","43,081","42,082","1.45M","1.45%"
"01/08/2019","42,236","42,236","42,390","41,852","1.68M","0.73%"
"01/07/2019","41,929","42,466","42,620","41,852","1.50M","0.37%"
"01/04/2019","41,775","40,931","41,775","40,393","1.67M","1.49%"
"01/03/2019","41,161","41,468","41,545","40,470","1.37M","0.00%"
"01/02/2019","41,161","41,391","41,698","41,084","1.38M","0.19%"
"12/28/2018","41,084","41,315","41,852","40,931","997.44K","0.00%"
"12/27/2018","41,084","41,468","41,698","41,084","729.58K","1.32%"
"12/26/2018","40,547","40,393","41,084","40,393","998.06K","0.19%"
"12/25/2018","40,470","39,932","40,700","39,164","2.51M","-0.75%"
"12/24/2018","40,777","41,852","42,159","40,777","1.10M","-2.57%"
"12/21/2018","41,852","41,852","41,852","41,315","2.16M","-0.18%"
"12/20/2018","41,929","41,698","42,390","41,698","1.12M","0.37%"
"12/19/2018","41,775","42,313","42,543","41,545","1.44M","-1.27%"
"12/18/2018","42,313","41,545","42,620","41,545","1.86M","0.55%"
"12/17/2018","42,082","43,004","43,311","42,082","2.28M","-3.01%"
"12/14/2018","43,388","44,156","44,233","43,388","1.12M","-1.91%"
"12/13/2018","44,233","44,770","44,847","44,233","1.09M","-0.69%"
"12/12/2018","44,540","44,002","44,540","43,618","1.87M","2.11%"
"12/11/2018","43,618","43,695","43,925","43,158","1.43M","-0.18%"
"12/10/2018","43,695","43,925","44,079","43,465","1.34M","-0.52%"
"12/07/2018","43,925","44,079","44,309","43,849","1.07M","0.53%"
"12/06/2018","43,695","44,079","44,540","43,542","2.88M","-1.56%"
"12/05/2018","44,386","43,772","44,693","43,388","2.57M","0.35%"
"12/04/2018","44,233","44,386","44,770","43,849","1.74M","-0.69%"
"12/03/2018","44,540","43,542","44,540","43,158","2.84M","4.69%"
"11/30/2018","42,543","42,159","43,004","42,082","1.83M","0.73%"
"11/29/2018","42,236","42,697","43,311","42,236","3.01M","-0.18%"
"11/28/2018","42,313","41,007","42,313","41,007","1.89M","3.18%"
"11/27/2018","41,007","41,775","42,006","40,854","1.64M","-1.11%"
"11/26/2018","41,468","41,468","41,698","41,238","859.90K","0.00%"
"11/23/2018","41,468","42,006","42,236","41,468","1.14M","-1.46%"
"11/22/2018","42,082","42,236","42,620","42,006","1.23M","-1.08%"
"11/21/2018","42,543","40,777","42,543","40,700","2.43M","2.97%"
"11/20/2018","41,315","41,468","41,468","40,931","1.39M","-0.37%"
"11/19/2018","41,468","41,468","41,468","40,854","1.46M","1.50%"
"11/16/2018","40,854","41,468","41,545","40,777","1.57M","-0.37%"
"11/15/2018","41,007","40,854","41,161","40,316","1.06M","0.37%"
"11/14/2018","40,854","41,161","41,698","40,547","676.43K","-0.75%"
"11/13/2018","41,161","40,931","41,698","40,931","767.54K","-1.83%"
"11/12/2018","41,929","41,468","41,929","40,547","877.86K","0.55%"
"11/09/2018","41,698","42,390","42,774","41,698","1.13M","-2.52%"
"11/08/2018","42,774","43,542","43,618","42,774","734.62K","0.36%"
"11/07/2018","42,620","42,850","43,158","42,313","852.74K","-0.54%"
"11/06/2018","42,850","43,772","43,772","42,850","852.00K","-1.24%"
"11/05/2018","43,388","42,927","43,388","42,697","1.11M","0.53%"
"11/02/2018","43,158","42,236","43,234","42,236","1.45M","2.18%"
"11/01/2018","42,236","42,850","42,927","42,082","1.56M","-1.08%"
"10/31/2018","42,697","41,622","43,542","41,622","1.59M","2.58%"
"10/30/2018","41,622","40,623","41,698","40,470","1.71M","2.46%"
"10/29/2018","40,623","40,931","41,391","40,316","1.61M","-1.12%"
"10/26/2018","41,084","42,927","42,927","41,084","1.56M","-2.37%"
"10/25/2018","42,082","40,700","42,390","40,700","2.23M","-1.26%"
"10/24/2018","42,620","42,850","43,465","42,620","1.88M","-0.54%"
"10/23/2018","42,850","43,772","44,002","41,468","2.99M","-2.28%"
"10/22/2018","43,849","44,924","45,154","43,849","1.54M","-1.04%"
"10/19/2018","44,309","43,772","45,001","43,772","1.52M","-0.52%"
"10/18/2018","44,540","45,308","45,461","44,463","2.05M","-2.03%"
"10/17/2018","45,461","45,999","45,999","45,385","1.65M","0.00%"
"10/16/2018","45,461","45,308","45,769","45,231","1.38M","0.17%"
"10/15/2018","45,385","45,922","46,076","45,077","1.47M","-1.33%"
"10/12/2018","45,999","43,772","45,999","43,772","2.89M","3.81%"
"10/11/2018","44,309","46,076","46,076","44,156","4.38M","-6.48%"
"10/10/2018","47,381","47,535","47,612","47,151","996.98K","0.00%"
"10/09/2018","47,381","47,458","47,765","47,304","1.11M","0.16%"
"10/08/2018","47,304","47,612","47,919","47,304","1.72M","-0.81%"
"10/05/2018","47,688","47,995","48,379","47,688","2.08M","-0.16%"
"10/04/2018","47,765","47,765","48,523","47,614","2.93M","0.00%"
"10/03/2018","47,765","48,068","48,144","47,386","1.32M","0.00%"
"10/02/2018","47,765","47,386","47,841","47,159","2.04M","0.80%"
"10/01/2018","47,386","48,144","48,144","47,386","2.47M","-0.79%"
"09/28/2018","47,765","48,296","48,523","47,765","2.69M","-0.63%"
"09/27/2018","48,068","48,372","48,675","47,917","2.71M","-0.63%"
"09/26/2018","48,372","48,827","49,206","48,372","2.68M","-0.93%"
"09/25/2018","48,827","49,130","49,433","48,827","1.32M","-1.23%"
"09/24/2018","49,433","49,661","49,812","49,130","1.40M","0.93%"
"09/21/2018","48,978","49,281","49,812","48,523","6.24M","0.31%"
"09/20/2018","48,827","47,993","48,978","47,993","2.18M","1.74%"
"09/19/2018","47,993","48,296","48,296","47,841","1.37M","0.00%"
"09/18/2018","47,993","47,386","47,993","47,234","1.37M","0.64%"
"09/17/2018","47,689","48,523","48,523","47,689","1.29M","-1.72%"
"09/14/2018","48,523","47,917","48,827","47,917","3.07M","1.75%"
"09/13/2018","47,689","47,614","48,068","47,462","1.37M","0.48%"
"09/12/2018","47,462","47,917","48,220","47,386","2.03M","-0.63%"
"09/11/2018","47,765","46,628","47,841","46,628","1.97M","1.61%"
"09/10/2018","47,007","47,007","47,462","46,325","1.92M","0.00%"
"09/07/2018","47,007","45,566","47,159","45,566","2.04M","2.82%"
"09/06/2018","45,718","45,946","46,249","45,642","1.02M","-0.50%"
"09/05/2018","45,946","46,249","46,855","45,718","2.25M","-0.66%"
"09/04/2018","46,249","47,386","47,462","46,173","2.62M","-2.40%"
"08/31/2018","47,386","48,372","48,523","47,007","2.49M","-2.04%"
"08/30/2018","48,372","47,841","48,675","47,310","1.71M","1.11%"
"08/29/2018","47,841","48,447","48,599","47,841","1.43M","-1.41%"
"08/28/2018","48,523","48,144","48,751","47,689","3.30M","1.43%"
"08/27/2018","47,841","47,386","48,144","47,310","2.30M","1.77%"
"08/24/2018","47,007","47,462","47,462","46,855","2.27M","-0.96%"
"08/23/2018","47,462","47,007","47,614","46,704","1.66M","1.13%"
"08/22/2018","46,931","47,614","47,765","46,931","1.90M","-1.28%"
"08/21/2018","47,538","46,249","47,538","46,249","2.20M","2.12%"
"08/20/2018","46,552","47,007","47,386","46,552","2.04M","-0.97%"
"08/17/2018","47,007","46,325","47,689","46,097","3.46M","2.31%"
"08/16/2018","45,946","45,491","46,249","44,657","4.37M","0.00%"
"08/15/2018","45,946","47,917","48,068","45,870","4.13M","-3.50%"
"08/14/2018","47,614","48,372","48,372","47,538","1.63M","-1.57%"
"08/13/2018","48,372","47,765","48,372","47,159","3.06M","0.47%"
"08/10/2018","48,144","46,249","48,144","46,249","4.91M","3.59%"
"08/09/2018","46,476","47,083","47,538","46,476","3.20M","-1.29%"
"08/08/2018","47,083","46,704","47,310","46,249","2.80M","0.98%"
"08/07/2018","46,628","44,581","46,931","44,429","7.00M","4.24%"
"08/06/2018","44,732","44,126","45,187","44,126","2.27M","0.85%"
"08/03/2018","44,353","45,112","45,263","44,050","2.26M","-0.85%"
"08/02/2018","44,732","44,126","44,732","43,747","2.37M","0.68%"
"08/01/2018","44,429","44,808","44,884","44,278","2.43M","0.17%"
"07/31/2018","44,353","43,292","44,960","43,064","4.39M","2.09%"
"07/30/2018","43,444","43,216","43,519","42,837","1.64M","1.42%"
"07/27/2018","42,837","42,989","43,444","42,610","1.25M","-0.35%"
"07/26/2018","42,989","42,003","42,989","41,321","2.69M","2.53%"
"07/25/2018","41,927","43,444","43,519","41,927","1.61M","-2.98%"
"07/24/2018","43,216","43,216","43,519","42,458","2.15M","0.71%"
"07/23/2018","42,913","43,064","44,278","42,837","3.34M","-0.35%"
"07/20/2018","43,064","42,837","43,368","41,776","2.81M","0.00%"
"07/19/2018","43,064","43,747","43,823","42,989","2.17M","-1.22%"
"07/18/2018","43,595","42,306","43,595","42,306","3.16M","3.05%"
"07/17/2018","42,306","40,942","42,306","40,942","2.03M","1.64%"
"07/16/2018","41,624","41,700","42,079","41,169","1.66M","0.18%"
"07/13/2018","41,548","40,411","41,624","39,425","2.18M","4.58%"
"07/12/2018","39,728","38,819","40,638","38,288","1.82M","2.34%"
"07/11/2018","38,819","39,349","39,804","37,985","4.23M","-3.58%"
"07/10/2018","40,259","42,079","42,079","40,259","1.74M","-1.67%"
"07/09/2018","40,942","41,700","42,761","40,942","1.83M","-1.82%"
"07/06/2018","41,700","38,743","42,003","38,288","4.39M","5.77%"
"07/05/2018","39,425","42,003","42,155","39,425","3.66M","-6.48%"
"07/04/2018","42,155","42,610","42,837","41,472","3.13M","-0.71%"
"07/03/2018","42,458","44,202","44,202","42,458","4.28M","-3.61%"
"07/02/2018","44,050","43,595","44,278","42,003","3.63M","0.17%"
"06/29/2018","43,974","43,898","44,505","43,064","1.84M","0.17%"
"06/28/2018","43,898","43,216","44,505","43,216","2.70M","-0.17%"
"06/27/2018","43,974","44,732","45,870","43,974","3.32M","-2.19%"
"06/26/2018","44,960","44,353","45,036","43,974","1.72M","-0.17%"
"06/25/2018","45,036","45,491","45,642","44,657","3.08M","1.19%"
"06/22/2018","44,505","42,534","44,505","42,079","3.23M","2.98%"
"06/21/2018","43,216","43,974","44,126","42,761","2.09M","-1.89%"
"06/20/2018","44,050","43,216","44,505","42,610","3.53M","2.83%"
"06/19/2018","42,837","41,321","42,837","40,942","6.57M","0.00%"
"06/18/2018","42,837","44,657","44,732","42,458","3.14M","-4.24%"
"06/15/2018","44,732","43,595","44,732","43,519","3.26M","1.55%"
"06/14/2018","44,050","45,415","45,415","43,974","3.59M","-3.01%"
"06/13/2018","45,415","43,671","45,415","43,671","2.62M","3.28%"
"06/12/2018","43,974","44,353","44,732","42,837","3.86M","-1.69%"
"06/11/2018","44,732","45,036","45,718","44,353","3.13M","-1.17%"
"06/08/2018","45,263","44,202","45,794","44,202","3.44M","1.70%"
"06/07/2018","44,505","44,732","44,960","44,278","3.24M","-0.68%"
"06/06/2018","44,808","44,050","45,263","43,671","2.79M","0.85%"
"06/05/2018","44,429","44,429","45,187","43,747","4.51M","-1.18%"
"06/04/2018","44,960","42,837","45,187","42,458","4.90M","4.04%"
"06/01/2018","43,216","41,017","43,595","40,866","7.57M","5.36%"
"05/31/2018","41,017","39,046","41,321","38,970","4.77M","4.04%"
"05/30/2018","39,425","38,667","40,032","38,288","5.66M","4.00%"
"05/29/2018","37,909","36,013","37,909","35,483","3.33M","6.84%"
"05/28/2018","35,483","37,151","37,606","35,483","5.84M","-6.40%"
"05/25/2018","37,909","40,487","40,714","37,909","3.47M","-6.19%"
"05/24/2018","40,411","41,321","41,548","40,183","1.67M","-2.20%"
"05/23/2018","41,321","40,183","41,321","39,425","2.61M","2.06%"
"05/22/2018","40,487","41,624","42,079","39,425","4.13M","-4.13%"
"05/21/2018","42,230","42,837","43,519","42,230","2.34M","-1.42%"
"05/18/2018","42,837","43,140","43,292","41,548","3.11M","-0.53%"
"05/17/2018","43,064","43,216","43,519","42,610","2.65M","-0.35%"
"05/16/2018","43,216","44,353","44,657","43,216","3.02M","-2.90%"
"05/15/2018","44,505","44,202","45,339","44,126","3.19M","0.69%"
"05/14/2018","44,202","44,126","44,353","43,140","1.94M","0.69%"
"05/11/2018","43,898","42,837","43,974","41,321","5.05M","2.48%"
"05/10/2018","42,837","45,415","45,642","42,155","5.66M","-5.04%"
"05/09/2018","45,112","46,021","46,249","45,112","3.56M","-2.46%"
"05/08/2018","46,249","46,476","47,159","46,249","3.76M","-1.77%"
"05/07/2018","47,083","45,339","47,083","44,960","4.48M","5.26%"
"05/04/2018","44,732","45,642","46,021","44,657","4.13M","-1.01%"
"05/03/2018","45,187","44,126","45,263","43,140","4.40M","2.40%"
"05/02/2018","44,126","45,946","46,249","43,823","3.65M","-3.00%"
"04/27/2018","45,491","44,126","45,642","44,050","3.75M","3.09%"
"04/26/2018","44,126","45,491","46,476","43,974","5.96M","-3.00%"
"04/24/2018","45,491","44,732","46,021","43,974","5.68M","0.67%"
"04/23/2018","45,187","48,902","49,130","45,187","3.67M","-6.88%"
"04/20/2018","48,523","46,400","48,523","46,021","3.82M","4.92%"
"04/19/2018","46,249","48,827","48,902","46,249","6.26M","-5.86%"
"04/18/2018","49,130","51,404","51,404","49,130","2.56M","-3.28%"
"04/17/2018","50,798","50,040","50,798","49,661","2.69M","1.67%"
"04/16/2018","49,964","50,949","51,253","49,357","5.09M","-2.94%"
"04/13/2018","51,480","54,058","54,134","51,177","6.57M","-4.23%"
"04/12/2018","53,755","53,755","54,210","53,072","4.16M","-0.42%"
"04/11/2018","53,982","56,636","56,712","53,072","4.99M","-4.43%"
"04/10/2018","56,484","56,484","57,091","55,802","6.41M","0.95%"
"04/09/2018","55,953","55,726","56,333","55,726","3.44M","0.41%"
"04/06/2018","55,726","55,802","56,712","55,650","2.99M","0.00%"
"04/05/2018","55,726","55,953","56,105","55,044","2.25M","0.00%"
"04/04/2018","55,726","56,484","56,712","55,726","2.67M","-1.08%"
"04/03/2018","56,333","56,105","57,091","55,726","4.47M","0.41%"
"04/02/2018","56,105","53,831","56,105","53,679","3.90M","4.97%"
"03/30/2018","53,451","53,831","54,134","53,224","1.63M","-0.71%"
"03/29/2018","53,831","53,679","54,285","53,148","1.86M","0.71%"
"03/28/2018","53,451","52,997","54,058","52,921","2.10M","-0.71%"
"03/27/2018","53,831","55,195","55,271","53,527","2.96M","-1.25%"
"03/26/2018","54,513","53,072","54,513","52,769","2.32M","2.86%"
"03/23/2018","52,997","51,935","53,603","51,935","5.82M","-2.92%"
"03/22/2018","54,589","56,105","56,105","54,589","4.94M","-2.04%"
"03/21/2018","55,726","56,484","57,015","55,726","3.77M","-0.68%"
"03/20/2018","56,105","55,574","56,787","55,574","2.34M","-0.40%"
"03/19/2018","56,333","57,318","58,001","55,347","3.58M","-0.53%"
"03/16/2018","56,636","56,484","57,091","56,181","6.80M","1.22%"
"03/15/2018","55,953","55,347","56,484","55,195","2.69M","0.00%"
"03/14/2018","55,953","55,044","56,333","55,044","5.17M","2.50%"
"03/13/2018","54,589","54,589","55,044","53,527","2.74M","0.00%"
"03/12/2018","54,589","54,589","55,650","54,210","3.70M","1.41%"
"03/09/2018","53,831","53,451","54,210","52,769","4.13M","2.16%"
"03/08/2018","52,693","52,769","53,376","52,163","1.98M","-0.14%"
"03/07/2018","52,769","54,210","54,513","51,935","2.91M","-2.25%"
"03/06/2018","53,982","52,314","54,210","51,329","3.96M","4.71%"
"03/05/2018","51,556","54,589","54,968","51,556","3.72M","-5.29%"
"03/02/2018","54,437","53,072","54,589","53,072","3.22M","0.42%"
"03/01/2018","54,210","55,044","56,560","53,831","4.61M","-3.12%"
"02/28/2018","55,953","54,665","56,863","54,589","4.43M","0.82%"
"02/27/2018","55,499","55,271","55,726","54,361","2.87M","1.81%"
"02/26/2018","54,513","56,333","56,333","54,134","4.41M","0.70%"
"02/23/2018","54,134","50,798","54,134","50,570","6.16M","6.89%"
"02/22/2018","50,646","49,736","51,101","49,585","3.00M","0.91%"
"02/21/2018","50,191","49,281","51,480","48,902","2.72M","3.44%"
"02/13/2018","48,523","48,751","49,206","48,220","1.95M","0.79%"
"02/12/2018","48,144","47,007","48,144","46,021","2.36M","4.27%"
"02/09/2018","46,173","44,353","47,234","44,353","3.07M","-3.18%"
"02/08/2018","47,689","47,462","48,144","46,628","1.09M","-0.95%"
"02/07/2018","48,144","49,281","49,433","47,614","2.09M","2.42%"
"02/06/2018","47,007","44,278","47,765","44,278","8.58M","-1.12%"
"02/05/2018","47,538","50,040","50,798","47,538","3.43M","-6.97%"
"02/02/2018","51,101","51,177","51,177","50,495","2.11M","1.20%"
"02/01/2018","50,495","50,343","51,404","49,888","2.76M","0.00%"
"01/31/2018","50,495","50,798","52,238","50,191","2.47M","-0.60%"
"01/30/2018","50,798","50,419","51,404","50,191","3.60M","-1.47%"
"01/29/2018","51,556","53,072","54,210","51,404","2.91M","-1.59%"
"01/26/2018","52,390","52,617","53,072","50,419","3.34M","2.07%"
"01/25/2018","51,329","49,661","51,329","48,372","6.11M","6.95%"
"01/22/2018","47,993","47,007","48,068","46,780","2.94M","3.77%"
"01/19/2018","46,249","44,429","46,552","44,202","3.83M","4.27%"
"01/18/2018","44,353","42,458","44,353","42,382","3.63M","4.09%"
"01/17/2018","42,610","45,339","45,415","42,610","2.65M","-6.33%"
"01/16/2018","45,491","44,960","45,718","44,581","2.83M","0.00%"
"01/15/2018","45,491","43,974","45,491","43,216","2.63M","3.45%"
"01/12/2018","43,974","44,581","45,036","43,974","3.22M","-1.36%"
"01/11/2018","44,581","43,595","44,581","43,368","2.25M","1.38%"
"01/10/2018","43,974","44,202","44,884","43,444","3.63M","-0.85%"
"01/09/2018","44,353","42,458","44,353","41,321","3.64M","5.59%"
"01/08/2018","42,003","40,942","42,079","40,183","2.64M","2.59%"
"01/05/2018","40,942","41,776","41,776","40,866","2.61M","-2.53%"
"01/04/2018","42,003","41,396","42,003","41,169","2.54M","0.91%"
"01/03/2018","41,624","42,079","42,230","41,321","2.35M","-0.18%"
"01/02/2018","41,700","40,942","42,003","40,638","3.57M","1.29%"
